event,property_username,property_$initial_referring_domain,property_$initial_referrer,property_$screen_width,property_$referring_domain,property_distinct_id,property_$city,property_$screen_height,property_path,property_$referrer,property_mp_country_code,property_$region,property_mp_lib,property_currentTime,property_$device,property_time,property_$os,property_$browser,property_subject
Back to Inbox,A3UIDRGBV9NJWR,$direct,$direct,1680,,146f946a0dc105-0f0fb851628a54-1d271e54-1aeaa0-146f946a0dd17b,Colorado Springs,1050,/survey,,US,Colorado,web,1404341979970,,1404316780,Windows,Internet Explorer,
Message View,A10CK23E76BWV6,$direct,$direct,1366,,146f94607824-084569716-4e48022f-100200-146f9460783356,Logansport,768,/messages/xLLnQZXm6vSzSKBZ4,,US,Indiana,web,1404341980623,,1404316780,Windows,Chrome,Meeting
Message View,A3HV3LXW29N30Q,$direct,$direct,1366,,146f949378d153-03958ea92-4e48022f-100200-146f949378e147,Dearborn Heights,768,/messages/9MyNyBtQJAbX8A37H,,US,Michigan,web,1404341980596,,1404316782,Windows,Chrome,Back from Vacation Everybody!!
Back to Inbox,A1HU9IOTYXB4YY,$direct,$direct,1280,,146f9475490174-0482cdb4f-53633c70-fa000-146f94754912c2,Bowie,800,/survey,,US,Maryland,web,1404341983081,,1404316782,Windows,Chrome,
Message View,A3G9MSZVWB7W42,$direct,$direct,1280,,146f9438b86ec-022a4a6e6-4e48022f-fa000-146f9438b87e9,Coronado,800,/messages/oNwagw67GrnbzNYFE,,US,California,web,1404341873226,,1404316782,Windows,Chrome,Wait on the Marketing Report
Pause Audio,A743PJYN0Q8T4,$direct,$direct,1366,,146f94835361-05c1d002f-4e48002f-100200-146f948353880,,768,/survey,,US,,web,1404341982682,,1404316784,Windows,Chrome,
Back to Inbox,A2VQ1WGHLLLNJ1,$direct,$direct,1680,,146f9448f7356-0f7cce0ea-16124b53-1aeaa0-146f9448f749d,Detroit,1050,/survey,,US,Michigan,web,1404341986837,,1404316784,Mac OS X,Chrome,
Message View,A1HU9IOTYXB4YY,$direct,$direct,1280,,146f9475490174-0482cdb4f-53633c70-fa000-146f94754912c2,Bowie,800,/messages/Mb7E4r9GkZWafz4Zz,,US,Maryland,web,1404341985965,,1404316785,Windows,Chrome,I Can't Make Friday
Back to Inbox,A3G9MSZVWB7W42,$direct,$direct,1280,,146f9438b86ec-022a4a6e6-4e48022f-fa000-146f9438b87e9,Coronado,800,/survey,,US,California,web,1404341876228,,1404316785,Windows,Chrome,
Message View,ARTDQRA5JF40T,$direct,$direct,1440,,146f94ad517317-03db33c83-4e48022f-13c680-146f94ad518439,North Richland Hills,900,/messages/qWFRsvgogPEfkM8B9,,US,Texas,web,1404341993877,,1404316786,Windows,Chrome,Back from Vacation Everybody!!
Back to Inbox,A3HV3LXW29N30Q,$direct,$direct,1366,,146f949378d153-03958ea92-4e48022f-100200-146f949378e147,Dearborn Heights,768,/survey,,US,Michigan,web,1404341985591,,1404316786,Windows,Chrome,
Play Audio,ACIDGAHR0K1B5,$direct,$direct,1920,,146f943993780-09a5f210e-4e48022f-1fa400-146f94399381e2,West Milford,1080,/survey,,US,New Jersey,web,1404341989381,,1404316786,Windows,Chrome,
Back to Inbox,A35KO5LPASBFI9,$direct,$direct,1366,,146f945c095162-035d030e6-4e48022f-100200-146f945c09727,Clermont,768,/survey,,US,Florida,web,1404341971784,,1404316787,Windows,Chrome,
Message View,A1QZXUONOI6YH1,$direct,$direct,1280,,146f94a67a4180-03cef06e3-50633d70-140000-146f94a67a54f5,Sacramento,1024,/messages/h2xwqnWbC4yHnRpuL,,US,California,web,1404341988205,,1404316787,Windows,Chrome,Availability for Meeting About Strategic Plan
Audio Ended,A3JIWNQV86CNOB,$direct,$direct,1600,,146f945fb964c-0eb119cd7-4e48022f-15f900-146f945fb98111,Yonkers,900,/survey,,US,New York,web,1404341988934,,1404316787,Windows,Chrome,
Message View,A35KO5LPASBFI9,$direct,$direct,1366,,146f945c095162-035d030e6-4e48022f-100200-146f945c09727,Clermont,768,/messages/zWXwdD6mKR7KoEN4Z,,US,Florida,web,1404341973523,,1404316788,Windows,Chrome,Wait on the Marketing Report
Back to Inbox,A1DQGASPACYYJX,$direct,$direct,1920,,146f945e58b6e-0c643df42ffb2b-43514136-1fa400-146f945e58c17a,Glennville,1080,/survey,,US,Georgia,web,1404341987081,,1404316789,Windows,Firefox,
Back to Inbox,A1HU9IOTYXB4YY,$direct,$direct,1280,,146f9475490174-0482cdb4f-53633c70-fa000-146f94754912c2,Bowie,800,/survey,,US,Maryland,web,1404341989758,,1404316789,Windows,Chrome,
Play Audio,A743PJYN0Q8T4,$direct,$direct,1366,,146f94835361-05c1d002f-4e48002f-100200-146f948353880,,768,/survey,,US,,web,1404341988080,,1404316789,Windows,Chrome,
Back to Inbox,AHBB9D401CXRA,$direct,$direct,1680,,146f944e97d192-0db3741d2-4e48022f-1aeaa0-146f944e97e37e,Fayetteville,1050,/survey,,US,Arkansas,web,1404341998585,,1404316790,Windows,Chrome,
Message View,A1FBBY2JJYRMRI,$direct,$direct,1366,,146f949b2fc80-0ce020a52-4e48002f-100200-146f949b2fe123,Chardon,768,/messages/gaputRzk9CBQAiKjP,,US,Ohio,web,1404341990485,,1404316791,Windows,Chrome,Back from Vacation Everybody!!
Back to Inbox,ADQEDEGVPG7R,$direct,$direct,1525,,146f9479e309-08834c811607c1-43514336-100200-146f9479e32aa,Greenfield,858,/survey,,US,Massachusetts,web,1404341993585,,1404316791,Windows,Firefox,
Play Audio,A3G9MSZVWB7W42,$direct,$direct,1280,,146f9438b86ec-022a4a6e6-4e48022f-fa000-146f9438b87e9,Coronado,800,/survey,,US,California,web,1404341881994,,1404316791,Windows,Chrome,
Message View,AHBB9D401CXRA,$direct,$direct,1680,,146f944e97d192-0db3741d2-4e48022f-1aeaa0-146f944e97e37e,Fayetteville,1050,/messages/6SrgkH2FPqn65hW42,,US,Arkansas,web,1404341999688,,1404316791,Windows,Chrome,Wait on the Marketing Report
Message View,A6U5ZHN5Y953Q,$direct,$direct,1920,,146f94a123968a-0b3467994-4e48002f-1fa400-146f94a123a71d,Chesapeake,1080,/messages/qhnPZ3P5uNR28kRB9,,US,Virginia,web,1404341993975,,1404316792,Windows,Chrome,Wait on the Marketing Report
Message View,A1HAHIWC3YXBW7,$direct,$direct,1024,,146f943265012d-02ae71774834428-43514036-c0000-146f9432651113,Wyoming,768,/messages/PemZmbjXrQeD47vMY,,US,Michigan,web,1404341991346,,1404316792,Windows,Firefox,Meeting
Back to Inbox,A3TBA7X9EF16W6,$direct,$direct,1366,,146f949ffef1f6-046b0fa2ab0779-43514136-100200-146f949fff017f,San Bernardino,768,/survey,,US,California,web,1404341999428,,1404316794,Windows,Firefox,
Pause Audio,A2MOSNEX4E7G1P,$direct,$direct,1024,,146f94900e69-0f4c3337dd01248-7f6e1735-96000-146f94900e852,Cleveland,600,/survey,,US,Ohio,web,1404342000235,,1404316794,Windows,Firefox,
Message View,A3HAPMZV7CYDY8,$direct,$direct,1440,,146f948faa280-0d75d6ee5-4e48022f-13c680-146f948faa3304,Canton,900,/messages/ycwMWBxwfi9A7Sedm,,US,Georgia,web,1404341991364,,1404316794,Windows,Chrome,Wait on the Marketing Report
Play Audio,A2E0S4TGQQ2GP4,$direct,$direct,1152,,146f94f002953-001f70b88-4e48002f-f3000-146f94f002a3a,Dunlap,864,/survey,,US,Tennessee,web,1404342262685,,1404316795,Windows,Chrome,
Play Audio,A13P6LC1SFXYGS,$direct,$direct,1280,,146f94bc0d96d-0adbb28-7c6e1735-fa000-146f94bc0daf1,West Union,800,/survey,,US,Ohio,web,1404341993905,,1404316795,Windows,Firefox,
Message View,A2MOSNEX4E7G1P,$direct,$direct,1024,,146f94900e69-0f4c3337dd01248-7f6e1735-96000-146f94900e852,Cleveland,600,/messages/n5PkTva3qBjrXtd8W,,US,Ohio,web,1404342001520,,1404316795,Windows,Firefox,Back from Vacation Everybody!!
Back to Inbox,ARTDQRA5JF40T,$direct,$direct,1440,,146f94ad517317-03db33c83-4e48022f-13c680-146f94ad518439,North Richland Hills,900,/survey,,US,Texas,web,1404342004127,,1404316796,Windows,Chrome,
Audio Ended,A3UIDRGBV9NJWR,$direct,$direct,1680,,146f946a0dc105-0f0fb851628a54-1d271e54-1aeaa0-146f946a0dd17b,Colorado Springs,1050,/survey,,US,Colorado,web,1404341996560,,1404316796,Windows,Internet Explorer,
Page Views,A2NFKOH8HAAL1P,$direct,$direct,1280,,146f948b00d6b-0c28fb064-50633d70-12c000-146f948b00f13,Cleveland,960,/,,US,Ohio,web,,,1404316797,Windows,Chrome,
Message View,A14CPWFT35LU12,$direct,$direct,1366,,146f949b55780-09561a6f2-53633c70-100200-146f949b558de,Kirkland,768,/messages/sNGFJeGdKLZxnHsxa,,US,Washington,web,1404342024666,,1404316797,Windows,Chrome,Wait on the Marketing Report
Message View,A320QA9HJFUOZO,$direct,$direct,1600,,146f949e272109-0749fb981-4e48022f-15f900-146f949e2733bb,Eugene,900,/messages/iRtXuN4QREQScEn5G,,US,Oregon,web,1404341996514,,1404316798,Windows,Chrome,Back from Vacation Everybody!!
Pause Audio,ANABT39Q6ZAJ7,$direct,$direct,1366,,146f942bcd539d-01f2a0d82-4e48022f-100200-146f942bcd66ba,Chicago,768,/survey,,US,Illinois,web,1404341924538,,1404316798,Windows,Chrome,
Message View,A1QD0XE25CXJ2A,$direct,$direct,1536,,146f94ac98b2e-04fd2899d-4e48002f-144000-146f94ac98c7f,Brooklyn,864,/messages/c8T3jLSybemFETQH9,,US,New York,web,1404341987426,,1404316798,Windows,Chrome,Back from Vacation Everybody!!
Message View,ANABT39Q6ZAJ7,$direct,$direct,1366,,146f942bcd539d-01f2a0d82-4e48022f-100200-146f942bcd66ba,Chicago,768,/messages/rahktJW2BNMKz27Gh,,US,Illinois,web,1404341925492,,1404316799,Windows,Chrome,Summary has some challenges
Back to Inbox,A1QD0XE25CXJ2A,$direct,$direct,1536,,146f94ac98b2e-04fd2899d-4e48002f-144000-146f94ac98c7f,Brooklyn,864,/survey,,US,New York,web,1404341988867,,1404316799,Windows,Chrome,
Back to Inbox,A5WGOX0NBXJE4,$direct,$direct,1518,,146f9440728101-0a7925e84ed6f2-72287c18-13c206-146f9440729f8,Coutevroult,853,/survey,,FR,Ile-de-France,web,1404341997319,,1404316800,Windows,Internet Explorer,
Audio Ended,A5WGOX0NBXJE4,$direct,$direct,1518,,146f9440728101-0a7925e84ed6f2-72287c18-13c206-146f9440729f8,Coutevroult,853,/survey,,FR,Ile-de-France,web,1404341998099,,1404316801,Windows,Internet Explorer,
Message View,A2RYRS301XIZZD,$direct,$direct,1920,,146f9478a6b27-0ec8786f5-4e48022f-1fa400-146f9478a6c2f,Philadelphia,1080,/messages/udQXLDZMBNRwdvsYx,,US,Pennsylvania,web,1404341984314,,1404316801,Windows,Chrome,Summary has some challenges
Audio Ended,A10CK23E76BWV6,$direct,$direct,1366,,146f94607824-084569716-4e48022f-100200-146f9460783356,Logansport,768,/messages/xLLnQZXm6vSzSKBZ4,,US,Indiana,web,1404342000842,,1404316801,Windows,Chrome,
Back to Inbox,A2RYRS301XIZZD,$direct,$direct,1920,,146f9478a6b27-0ec8786f5-4e48022f-1fa400-146f9478a6c2f,Philadelphia,1080,/survey,,US,Pennsylvania,web,1404341986090,,1404316802,Windows,Chrome,
Play Audio,A5WGOX0NBXJE4,$direct,$direct,1518,,146f9440728101-0a7925e84ed6f2-72287c18-13c206-146f9440729f8,Coutevroult,853,/survey,,FR,Ile-de-France,web,1404342000481,,1404316803,Windows,Internet Explorer,
Message View,A1ZK0XP8BR9LDM,$direct,$direct,1280,,146f946f9365a-09063ac93-1e124453-fa000-146f946f9375c4,,800,/messages/QKr9M7Kd6bmtYwMRG,,US,,web,1404342003829,,1404316803,Mac OS X,Chrome,Summary has some challenges
Back to Inbox,A3EQVDHHKZRC0K,$direct,$direct,1440,,146f9469422118-0c1538293-1d124453-13c680-146f9469423733,Dearborn,900,/survey,,US,Michigan,web,1404342003298,,1404316803,Mac OS X,Chrome,
Message View,A1WCAXCHWZPTFQ,$direct,$direct,1366,,146f94a0ef52c1-05800e85a-4e48022f-100200-146f94a0ef637e,Portland,768,/messages/kcf2JxuXLdyNCQRdb,,US,Oregon,web,1404342020993,,1404316803,Windows,Chrome,Wait on the Marketing Report
Message View,A3U3CCIR1ZXEOR,$direct,$direct,1536,,146f94bdbe4f1-09c372e6e3bfbd-43514336-144000-146f94bdbe51b7,Brooklyn,864,/messages/QoHhRA6d4Eeefd2Xx,,US,New York,web,1404341994231,,1404316804,Windows,Firefox,Availability for Meeting About Strategic Plan
Back to Inbox,A1NJHVRIRWABM2,$direct,$direct,1920,,146f94792c5a-03be8b633192548-43514136-1fa400-146f94792c6356,Marietta,1080,/survey,,US,Georgia,web,1404341989680,,1404316804,Windows,Firefox,
Back to Inbox,A3U3CCIR1ZXEOR,$direct,$direct,1536,,146f94bdbe4f1-09c372e6e3bfbd-43514336-144000-146f94bdbe51b7,Brooklyn,864,/survey,,US,New York,web,1404341995040,,1404316805,Windows,Firefox,
Message View,A1NJHVRIRWABM2,$direct,$direct,1920,,146f94792c5a-03be8b633192548-43514136-1fa400-146f94792c6356,Marietta,1080,/messages/2JyyZaQqsNLypSshR,,US,Georgia,web,1404341990755,,1404316805,Windows,Firefox,Summary has some challenges
Message View,A334L2BKORKUE3,$direct,$direct,1366,,146f94a7ed40-0551f6342-4e48022f-100200-146f94a7ed549,Chicago,768,/messages/dRqvSCtRzMNr9PbBG,,US,Illinois,web,1404342004304,,1404316807,Windows,Chrome,I Can't Make Friday
Message View,A3U3CCIR1ZXEOR,$direct,$direct,1536,,146f94bdbe4f1-09c372e6e3bfbd-43514336-144000-146f94bdbe51b7,Brooklyn,864,/messages/Jw6NJ6AaB95gwAe9x,,US,New York,web,1404341996371,,1404316807,Windows,Firefox,I Can't Make Friday
Back to Inbox,A3U3CCIR1ZXEOR,$direct,$direct,1536,,146f94bdbe4f1-09c372e6e3bfbd-43514336-144000-146f94bdbe51b7,Brooklyn,864,/survey,,US,New York,web,1404341997027,,1404316807,Windows,Firefox,
Back to Inbox,A1FBBY2JJYRMRI,$direct,$direct,1366,,146f949b2fc80-0ce020a52-4e48002f-100200-146f949b2fe123,Chardon,768,/survey,,US,Ohio,web,1404342006436,,1404316807,Windows,Chrome,
Play Audio,A2MOSNEX4E7G1P,$direct,$direct,1024,,146f94900e69-0f4c3337dd01248-7f6e1735-96000-146f94900e852,Cleveland,600,/messages/n5PkTva3qBjrXtd8W,,US,Ohio,web,1404342013302,,1404316807,Windows,Firefox,
Message View,A5WGOX0NBXJE4,$direct,$direct,1518,,146f9440728101-0a7925e84ed6f2-72287c18-13c206-146f9440729f8,Coutevroult,853,/messages/wREYdb7bLDshEeAmh,,FR,Ile-de-France,web,1404342004312,,1404316807,Windows,Internet Explorer,Wait on the Marketing Report
Play Audio,A334L2BKORKUE3,$direct,$direct,1366,,146f94a7ed40-0551f6342-4e48022f-100200-146f94a7ed549,Chicago,768,/messages/dRqvSCtRzMNr9PbBG,,US,Illinois,web,1404342005772,,1404316808,Windows,Chrome,
Message View,A2FUPODRRCESB,$direct,$direct,1920,,146f948dfff3d0-006665ccb8b7dc-43514136-1fa400-146f948e000366,Butte,1080,/messages/wucuMHnnngsiEqy7F,,US,Montana,web,1404341971799,,1404316808,Windows,Firefox,Wait on the Marketing Report
Message View,A13P6LC1SFXYGS,$direct,$direct,1280,,146f94bc0d96d-0adbb28-7c6e1735-fa000-146f94bc0daf1,West Union,800,/messages/jg4uK5CFeHit7x8Zp,,US,Ohio,web,1404342008076,,1404316809,Windows,Firefox,Availability for Meeting About Strategic Plan
Back to Inbox,A3HAPMZV7CYDY8,$direct,$direct,1440,,146f948faa280-0d75d6ee5-4e48022f-13c680-146f948faa3304,Canton,900,/survey,,US,Georgia,web,1404342006384,,1404316809,Windows,Chrome,
Back to Inbox,A2MOSNEX4E7G1P,$direct,$direct,1024,,146f94900e69-0f4c3337dd01248-7f6e1735-96000-146f94900e852,Cleveland,600,/survey,,US,Ohio,web,1404342015008,,1404316809,Windows,Firefox,
Back to Inbox,A1QZXUONOI6YH1,$direct,$direct,1280,,146f94a67a4180-03cef06e3-50633d70-140000-146f94a67a54f5,Sacramento,1024,/survey,,US,California,web,1404342010330,,1404316809,Windows,Chrome,
Back to Inbox,A1NJHVRIRWABM2,$direct,$direct,1920,,146f94792c5a-03be8b633192548-43514136-1fa400-146f94792c6356,Marietta,1080,/survey,,US,Georgia,web,1404341994365,,1404316809,Windows,Firefox,
Message View,A6ZAKE3FP8YKY,$direct,$direct,1280,,146f94a5ad5222-005ffff6c-1a124453-fa000-146f94a5ad6332,Columbus,800,/messages/XuMKZwwxzNbDrs65w,,US,Ohio,web,1404342009793,,1404316809,Mac OS X,Chrome,Back from Vacation Everybody!!
Back to Inbox,A1HAHIWC3YXBW7,$direct,$direct,1024,,146f943265012d-02ae71774834428-43514036-c0000-146f9432651113,Wyoming,768,/survey,,US,Michigan,web,1404342009231,,1404316810,Windows,Firefox,
Message View,A3EPIFIE8WBVVK,$direct,$direct,1920,,146f94a3ebcf14-05e959326-117f3a3b-1fa400-146f94a3ebd9fe,Kaneohe,1080,/messages/FsEp4XWEQ78PfLvfb,,US,Hawaii,web,1404342009479,,1404316811,Mac OS X,Safari,Back from Vacation Everybody!!
Message View,A1QZXUONOI6YH1,$direct,$direct,1280,,146f94a67a4180-03cef06e3-50633d70-140000-146f94a67a54f5,Sacramento,1024,/messages/yWNXHqz4cwEHyfNZ6,,US,California,web,1404342011900,,1404316811,Windows,Chrome,I Can't Make Friday
Pause Audio,A3G9MSZVWB7W42,$direct,$direct,1280,,146f9438b86ec-022a4a6e6-4e48022f-fa000-146f9438b87e9,Coronado,800,/survey,,US,California,web,1404341902347,,1404316811,Windows,Chrome,
Pause Audio,A3G9MSZVWB7W42,$direct,$direct,1280,,146f9438b86ec-022a4a6e6-4e48022f-fa000-146f9438b87e9,Coronado,800,/survey,,US,California,web,1404341903417,,1404316812,Windows,Chrome,
Back to Inbox,AHBB9D401CXRA,$direct,$direct,1680,,146f944e97d192-0db3741d2-4e48022f-1aeaa0-146f944e97e37e,Fayetteville,1050,/survey,,US,Arkansas,web,1404342020427,,1404316812,Windows,Chrome,
Back to Inbox,A2P5R5FLN6718Q,$direct,$direct,480,,146f946e9a038-010379a64-201e106e-5dc00-146f946e9a22c,Gibbstown,800,/survey,,US,New Jersey,web,1404342013380,Android,1404316813,Android,Android Mobile,
Message View,AHBB9D401CXRA,$direct,$direct,1680,,146f944e97d192-0db3741d2-4e48022f-1aeaa0-146f944e97e37e,Fayetteville,1050,/messages/ikSTzm64WJSFtpz6L,,US,Arkansas,web,1404342021463,,1404316813,Windows,Chrome,This week is crazy for me
Back to Inbox,A13P6LC1SFXYGS,$direct,$direct,1280,,146f94bc0d96d-0adbb28-7c6e1735-fa000-146f94bc0daf1,West Union,800,/survey,,US,Ohio,web,1404342013024,,1404316814,Windows,Firefox,
Message View,A1HU9IOTYXB4YY,$direct,$direct,1280,,146f9475490174-0482cdb4f-53633c70-fa000-146f94754912c2,Bowie,800,/messages/bdTz3YPSKGjmAg9rr,,US,Maryland,web,1404342014397,,1404316814,Windows,Chrome,This week is crazy for me
Message View,AIUKV0KVALMY6,$direct,$direct,1920,,146f9edf6c51-093002fe7-4e48022f-1fa400-146f9edf6c6397,Belmont,1080,/messages/7tvPqMBZqEpYnivZC,,US,New Hampshire,web,1404352815001,,1404316814,Windows,Chrome,This week is crazy for me
Back to Inbox,A35KO5LPASBFI9,$direct,$direct,1366,,146f945c095162-035d030e6-4e48022f-100200-146f945c09727,Clermont,768,/survey,,US,Florida,web,1404342000295,,1404316815,Windows,Chrome,
Message View,AENXWG1BSQTLB,$direct,$direct,1280,,146f946dfb568-02a29f783-1d124453-fa000-146f946dfb615,Mishawaka,800,/messages/AhJQy6LciWeZFXma2,,US,Indiana,web,1404342015553,,1404316815,Mac OS X,Chrome,Summary has some challenges
Message View,ADQEDEGVPG7R,$direct,$direct,1525,,146f9479e309-08834c811607c1-43514336-100200-146f9479e32aa,Greenfield,858,/messages/rMyN4JmN7tzx864kx,,US,Massachusetts,web,1404342017451,,1404316815,Windows,Firefox,This week is crazy for me
Message View,A2E0S4TGQQ2GP4,$direct,$direct,1152,,146f94f002953-001f70b88-4e48002f-f3000-146f94f002a3a,Dunlap,864,/messages/AkXDvPcvsxuufPMeX,,US,Tennessee,web,1404342283527,,1404316816,Windows,Chrome,I Can't Make Friday
Message View,A2P5R5FLN6718Q,$direct,$direct,480,,146f946e9a038-010379a64-201e106e-5dc00-146f946e9a22c,Gibbstown,800,/messages/JTWS9drMKRM4zorbG,,US,New Jersey,web,1404342016271,Android,1404316816,Android,Android Mobile,This week is crazy for me
Message View,A22X2R4KD7YCOC,$direct,$direct,1600,,146f946892e1f7-029a0ec0c0d3cf-43514136-15f900-146f946892f26b,Louisville,900,/messages/7cufJ5h5FGDN3tk6h,,US,Kentucky,web,1404342013898,,1404316816,Windows,Firefox,Summary has some challenges
Message View,A35KO5LPASBFI9,$direct,$direct,1366,,146f945c095162-035d030e6-4e48022f-100200-146f945c09727,Clermont,768,/messages/mWgu4bKQQrcCTmdgm,,US,Florida,web,1404342001956,,1404316817,Windows,Chrome,This week is crazy for me
Back to Inbox,A320QA9HJFUOZO,$direct,$direct,1600,,146f949e272109-0749fb981-4e48022f-15f900-146f949e2733bb,Eugene,900,/survey,,US,Oregon,web,1404342016710,,1404316818,Windows,Chrome,
Page Views,anonymous,$direct,$direct,1920,,146f94e8a991c5-0a1b774b9-4e48022f-1fa400-146f94e8a9a551,Taylor,1080,/,,US,Michigan,web,,,1404316818,Windows,Chrome,
Audio Ended,A1HAHIWC3YXBW7,$direct,$direct,1024,,146f943265012d-02ae71774834428-43514036-c0000-146f9432651113,Wyoming,768,/survey,,US,Michigan,web,1404342017214,,1404316818,Windows,Firefox,
Back to Inbox,A1HU9IOTYXB4YY,$direct,$direct,1280,,146f9475490174-0482cdb4f-53633c70-fa000-146f94754912c2,Bowie,800,/survey,,US,Maryland,web,1404342019836,,1404316819,Windows,Chrome,
Play Audio,ANABT39Q6ZAJ7,$direct,$direct,1366,,146f942bcd539d-01f2a0d82-4e48022f-100200-146f942bcd66ba,Chicago,768,/messages/rahktJW2BNMKz27Gh,,US,Illinois,web,1404341945620,,1404316820,Windows,Chrome,
Play Audio,A3G9MSZVWB7W42,$direct,$direct,1280,,146f9438b86ec-022a4a6e6-4e48022f-fa000-146f9438b87e9,Coronado,800,/survey,,US,California,web,1404341910730,,1404316820,Windows,Chrome,
Back to Inbox,A2E0S4TGQQ2GP4,$direct,$direct,1152,,146f94f002953-001f70b88-4e48002f-f3000-146f94f002a3a,Dunlap,864,/survey,,US,Tennessee,web,1404342287994,,1404316821,Windows,Chrome,
Back to Inbox,A3EPIFIE8WBVVK,$direct,$direct,1920,,146f94a3ebcf14-05e959326-117f3a3b-1fa400-146f94a3ebd9fe,Kaneohe,1080,/survey,,US,Hawaii,web,1404342019407,,1404316821,Mac OS X,Safari,
Back to Inbox,A1WCAXCHWZPTFQ,$direct,$direct,1366,,146f94a0ef52c1-05800e85a-4e48022f-100200-146f94a0ef637e,Portland,768,/survey,,US,Oregon,web,1404342038778,,1404316821,Windows,Chrome,
Message View,A38IOJNJ81LQEQ,$direct,$direct,1366,,146f948f32a11f-0de3ad7c3-4e48022f-100200-146f948f32b425,Buffalo,768,/messages/KGPFxjYjSeCWsXdA9,,US,New York,web,1404342020014,,1404316822,Windows,Chrome,Wait on the Marketing Report
Message View,A3EPIFIE8WBVVK,$direct,$direct,1920,,146f94a3ebcf14-05e959326-117f3a3b-1fa400-146f94a3ebd9fe,Kaneohe,1080,/messages/FsEp4XWEQ78PfLvfb,,US,Hawaii,web,1404342021243,,1404316822,Mac OS X,Safari,Back from Vacation Everybody!!
Back to Inbox,A2FUPODRRCESB,$direct,$direct,1920,,146f948dfff3d0-006665ccb8b7dc-43514136-1fa400-146f948e000366,Butte,1080,/survey,,US,Montana,web,1404341985899,,1404316822,Windows,Firefox,
Page Views,anonymous,$direct,$direct,1536,,146f94eacc03da-0dbcf9af1-4e48002f-144000-146f94eacc1ab2,Redlands,864,/,,US,California,web,,,1404316823,Windows,Chrome,
Message View,A2E0S4TGQQ2GP4,$direct,$direct,1152,,146f94f002953-001f70b88-4e48002f-f3000-146f94f002a3a,Dunlap,864,/messages/QkAGWnrAHYFin6RrN,,US,Tennessee,web,1404342290093,,1404316823,Windows,Chrome,Availability for Meeting About Strategic Plan
Back to Inbox,A22X2R4KD7YCOC,$direct,$direct,1600,,146f946892e1f7-029a0ec0c0d3cf-43514136-15f900-146f946892f26b,Louisville,900,/survey,,US,Kentucky,web,1404342020632,,1404316823,Windows,Firefox,
Page Views,anonymous,$direct,$direct,1920,,146f94ebbcf0-0eebf0471-404c0329-1fa400-146f94ebbd060b,Phoenix,1080,/,,US,Arizona,web,,,1404316824,Windows,Chrome,
Pause Audio,A6A5CPOIDH9LJ,$direct,$direct,1366,,146f944271a11e-0ad2cc03e-4e48022f-100200-146f944271c138,Whitesburg,768,/survey,,US,Kentucky,web,1404342018651,,1404316824,Windows,Chrome,
Message View,A1HU9IOTYXB4YY,$direct,$direct,1280,,146f9475490174-0482cdb4f-53633c70-fa000-146f94754912c2,Bowie,800,/messages/Mb7E4r9GkZWafz4Zz,,US,Maryland,web,1404342024404,,1404316824,Windows,Chrome,I Can't Make Friday
Message View,A6A5CPOIDH9LJ,$direct,$direct,1366,,146f944271a11e-0ad2cc03e-4e48022f-100200-146f944271c138,Whitesburg,768,/messages/DrQkFSv9N4bnCkNQA,,US,Kentucky,web,1404342019873,,1404316825,Windows,Chrome,Back from Vacation Everybody!!
Back to Inbox,ANABT39Q6ZAJ7,$direct,$direct,1366,,146f942bcd539d-01f2a0d82-4e48022f-100200-146f942bcd66ba,Chicago,768,/survey,,US,Illinois,web,1404341950598,,1404316825,Windows,Chrome,
Back to Inbox,AHBB9D401CXRA,$direct,$direct,1680,,146f944e97d192-0db3741d2-4e48022f-1aeaa0-146f944e97e37e,Fayetteville,1050,/survey,,US,Arkansas,web,1404342033483,,1404316825,Windows,Chrome,
Back to Inbox,A2E0S4TGQQ2GP4,$direct,$direct,1152,,146f94f002953-001f70b88-4e48002f-f3000-146f94f002a3a,Dunlap,864,/survey,,US,Tennessee,web,1404342292897,,1404316826,Windows,Chrome,
Message View,A3HV3LXW29N30Q,$direct,$direct,1366,,146f949378d153-03958ea92-4e48022f-100200-146f949378e147,Dearborn Heights,768,/messages/AwPGWzQuFR75DSLHy,,US,Michigan,web,1404342024922,,1404316826,Windows,Chrome,Wait on the Marketing Report
Back to Inbox,A1HU9IOTYXB4YY,$direct,$direct,1280,,146f9475490174-0482cdb4f-53633c70-fa000-146f94754912c2,Bowie,800,/survey,,US,Maryland,web,1404342026952,,1404316826,Windows,Chrome,
Back to Inbox,A6ZAKE3FP8YKY,$direct,$direct,1280,,146f94a5ad5222-005ffff6c-1a124453-fa000-146f94a5ad6332,Columbus,800,/survey,,US,Ohio,web,1404342026573,,1404316826,Mac OS X,Chrome,
Message View,AHBB9D401CXRA,$direct,$direct,1680,,146f944e97d192-0db3741d2-4e48022f-1aeaa0-146f944e97e37e,Fayetteville,1050,/messages/Pfc9CFyehwjmsYBa3,,US,Arkansas,web,1404342034601,,1404316826,Windows,Chrome,Summary has some challenges
Page Views,anonymous,$direct,$direct,1280,,146f94f18420-0a6da2601-4e48022f-e1000-146f94f1843172,Belleview,720,/,,US,Florida,web,,,1404316826,Windows,Chrome,
